descricao;clean
DEPAKENE XPE 100ML ABBOT;7891158000966
COMBIGAN SOLUCAO OFTALMICA 5ML;7897316804926
CUTENOX 40MG/0,4ML CX 10 SER (ENOXAPARINA);7898560663253
ANESTESICO TOPICO GEL COM 20% BENZ POTE;2046420000006
GANFORT COL;7897316805053
CONDROFLEX 1.5+1.2G PO 30 SACH 4.135G;7892953000328
ACETILCISTEINA ENV. 200MG/5G;7899095233805
ACIDOS GRAXOS + VITAMINA E 100 ML;7898947017150
CLORIDRATO DE CICLOBENZAPRINA 10MG;7895296033077
ROSUSTATINA 20 MG;7895296096195
OMALIZUMABE 150 MG AMP;7896261005365
HEMIFUMARATO DE BISOPROLOL 5MG;7896004739588
NISTAT OXIDO ZINCO PM 60G MEDLEY GEN P.M.C. 22.40;7896422519229
HIPOGLOS AMENDOAS 80G P.M.C. 29.90;7501006712261
CONCERTA 18MG C/30 CPR;7896212420100
ARTRODAR 50MG C/30 CAPS;7896281152018
DOBEVEN 500MG C/30 CPR;7896637025478
MUVINLAX 20 SACHES X 14G;7896094201637
GANFORT SOL OFTALMICA ESTERIL 3ML;7897316805053
ORAP 4 MG C/20 CPR;7896212469093
QUESTRAN LIGHT PO CX 10 ENV;7896016801273
LUMIGAN SOL OFTA 3ML;7897316804179
NIMODIPINO 30MG C/30 CPR;7896004710846
PONTA PARA ULTRASSOM SCALER JET;7894590503910
BROCA ZECRYA 23MM;7894590503910
CLORETO SODIO 0,9% 500 ML SANOBIOL;7898153652336
RINGER LACTATO SODIO 500ML;7898153652473
ESMALTE RISQUE CAPPUCCINO;7891182996341
PALITO INOX;7897169207226
CARVEDILOL 3 125MG 30CPR BIOSINTETICA;7896181915027
EPAREMA 20 CPR SIM (-) NYCOMED;7896641800306
EPAREMA 120 CPR 30 X 4 SIM (-) NYCOMED;7896641804151
AGUA OXIGENADA ANTISSEPTICA 10 VOL 100 ML FARMAX;7896902211544
AGUA OXIG ANTISSEPTICA 10 VL 100ML SPRAY;7896902212565
LANSOPRAZOL+CLARITROM+AMOX 7 BL + 28 CPR GEN (+) TEUTO;7896112151180
CASPACIL SHAM 100 ML SIM (-) CAZI;7893736015041
SEAKALM 20 CPR (PASSIFLORA) SIM (-) NATULAB;7898133136047
ENOXAPARINA  SODICA 60MG/0,6ML CUTENOX MYLAN;7898560663321
CLORETO DE SODIO SOLUCAO FISIOLOGICA 10% AMPOLA 10ML SAMTEC;7898415822118
LORATADINA 1MG FR 100ML PRATI, DONADUZZI;7898917592816
FLUCONAZOL 2MG/ML 100ML SISTEMA FECHADO SANOBIOL;7898153651988
ENOXAPARINA 40MG 0,4ML   SC/ IV MYLAN CUTENOX;7897406111378
SACARATO HIDROXIDO FERRICO 200MG/ML 5ML IV SUCROFER  UNIAO QUIMICA;8902344901147
VALPROATO SODIO 300MG DEPAKENE ABBOTT;7891158000317
ACETILCISTEINA 20MG/ 120ML GENERICO GRUPO EMS SIGMA PHARMA;7896004715292
FENITOINA  100MG  P 344 C1 P 344 C1 GENERICO HIPOLABOR;7896676429275
RINGER SIMPLES 500ML SISTEMA FECHADO FRESENIUS KABI;7897947706644
VASELINA SOLIDA PURA 30G RIOQUIMICA;7897780205625
PIRIMETAMINA 25MG DARAPRIM FARMOQUIMICA;7898040320829
CARVEDILOL  6,25MG GRUPO EMS SIGMA PHARMA;7896004731285
HALOPERIDOL, DECANOATO 70,52MG 1ML= 50 MG/ML 1ML P344 C1 DECANOATO CUNIAO QUIMICA;7896006261629
VALPROATO SODIO 50MG/ML 100ML XAROPE PRATI, DONADUZZI;7899547508352
FLORATIL 200MG 06CAPS P.M.C. 36.78;7891721020940
EPOCLER 1FLAC 10ML P.M.C. 2.54;7891045033022
ACETILCISTEINA XPE INF 120ML      GEOLAB P.M.C. 22.86;7899095233805
ROFLUMILASTE 500 MCG DAXAS ASTRAZENECA;5000456028462
VALPROATO DE SODIO 500MG (C1) DEPAKENE ABBOTT;7891158000898
BUCLIZINA ,DICLORIDRATO 25MG BUCLINA SANOFI.;7891058019365
DEXTRANA +HIPROMELOSE 70 0,1/0,3 % -15ML LACRIBELL LATINOFARMA;7896180300183
NIMODIPINA 30 MG MIOCARDIL VITAMEDIC;7898049790593
VASELINA SOLIDA 30 G POMADA ( HRX ) RIO QUIMICA;7897780205625
CLORETO DE SODIO 20% (200 MG/ML - 10 ML) (HRX) SAMTEC;7898415822316
SOLUCAO DE GELATINA 3,5% COM ELETROLITOS 500ML POLISOCEL HALEXISTAR;7896727842046
NITROGLICERINA 50 MG - 10 ML TRIDIL CRISTALIA;7896676415292
GENFIBROZILA 600MG GERMED;7896004709680
BISOPROLOL 2,5 MG GENERICO EMS;7896004722177
METFORMINA 1G GENERICO EMS;7896004709239
SOLUCAO NASAL CLORETO DE SODIO 9,0MG/ML - 50ML NARIDRIN EMS;7896004742847
COGNITUS BACOPA MONNIERI 225MG SANOFI-SYNTHELABO;7896083410552
GENFIBROZILA 600MG GENERICO EMS;7896004709710
UREIA  10%  -153G UREADIN 10 ISDIN S/A;8429420109612
GLICEL SUP AD 6 UN  BRSTERAPICA P.M.C. 16.65;7898100242955
NORIPURUM 5X2ML IM P.M.C. 71.60;7896641801839
KEPPRA 250MG 60CPR P.M.C. 125.29;5413787003792
NEUTROFER FOLICO CPR C/30;7894916500425
ATROPINA 1% COLIRIO;7897316801154
LACRIMA PLUS COLIRIO;7896548113059
PLANTABEN 3,5G CX. C/30;7896641803048
XARELTO 20MG CX. C/28;7891106907064
CLEXANE 60MG INJ.;7896070605305
ALENDRONATO DE SODIO 70 MG COMP.;7896004715353
GLICAZIDA 30 MG COMP.;7897076915474
PROMETAZINA 25 MG COMP.;7899547505955
POVIDINE DEGERMANTE;1000072138105
MESACOL 800 MG;7896641802980
FLUOXETINA 20MG;7896004711799
AMICACINA, SULFATO 50MG/ML AMP C/2ML IM/IV SOL. INJETAVELLT : 9071022 VL: 30-06-2020;7896112145721
RISPERIDONA 1MG 30CPD (C1) G SDZ;7897595611413
TELMISARTANA 80MG 30 CPD;7896004740638
QUETIAPINA 100MG C/30 COMP;7896112121114
DEPAKOTE ER 500 MG CPR C/30 C1;7896255762991
BICARBONATO DE SODIO 8,4% 10ML IV SAMTEC;7898415826017
BICARBONATO DE SODIO 84 MG/ML SOL INJ IV C AMP VD INC X 10ML;7898415826017
GLICOSE 50 MG/ML SOL INJ IV BOLS PP TRANS SIS FECH X 500ML;7896727841117
ALBENDAZOL 40MG/ML SUS OR FR PLAS OPC X 10ML;7898148292943
BRAITE ABRILHANTADOR 500ML;7898144080018
KARFLAE CITRONELA 500ML;7898144080056
CITRONELA KARFLAE 5LT;7898144081350
BICALUTAMIDA 50MG CX 30 COMP REV;7891317482541
VIMOVO C20CP;7896206404291
XENICAL 120MG C84CPS;7896226500973
ABRILAR XPE 100ML;7898040320973
BAMIFIX 300MG 20DRG;7896672201875
CARVEDILOL 25MG CX 30 COMP;7895296092302
ORLISTATE 120MG 42CP-NEO Q;7896714237497
NOVANLO 2,5 MG C30;7896112422136
CARBOXIMETILCELULOSE SODICA 0,5% 15ML;7896006290216
TOPIRAMATO 100MG;7891317434342
TEMOZOLOMIDA 250MG;7898926572076
PREDNISOLONA (FOSFATO SODICO) 3MG/ML 100ML;7898148298181
FLUCONAZOL 100MG CP (ITEM: );7896676405057
GLICAMIN 5MG CP;7899095210899
CUTENOX 20MG/0,2ML SUB/IV SG;7897406111361
CUTENOX 60MG/0,6ML SUB/IV SG;7897406111385
CUTENOX 40MG/0,4ML SUB/IV SG;7897406117806
MANITOL + SORBITOL 1000ML FR (ITEM: );7897947708815
HIDROXIETILAMIDO + CLORETO DE SODIO 6% 500ML BO (ITEM: );7897947708518
RANITIDINA (CLORIDRATO) 150MG CP (ITEM: );7896862918101
LORATADINA 10 MG COMPRIMIDO EMBALADO EM BLISTER.;7899095210226
BACLOFENO 10MG COMPRIMIDO EMBALADO EM BLISTER;7896112127178
ACETILCISTEINA 40/ML XAROPE (120 ML);7899095203556
DIMETICONA 40MG - COMPR;7898148290314
ESCINA 10MG + SALICILATO DE DIETILAMONIO 50MG GEL ESCINA, AMORFA, ASSOCIADA COM ESCINA POLISSULFONADA SODICA, SALICILATO;7896112412021
FENILEFRINA (CLORIDRATO) 10MG/ML 1ML AP;7896676403787
00000030128 - ACETILCISTEINA 200MG/5GGRANULADO;7899095239357
HIDROXIETILAMIDO + CLORETO DE SODIO 6% 500ML;7897947708518
AGUA DESTILADA   10ML;7898415821012
AMICACINA (SULFATO) 500MG/2ML;7896112190707
CEFALOTINA SODICA 1G;7898901848998
DICLOFENACO SODICO 75MG/ML 3ML;7898208144489
SORO FISIOLOGICO 0,9%  500ML;7897947706491
ISOSSORBIDA (MONONITRATO)  20MG;7896181908302
SORO GLICOSADO  5%  500ML;7897947706545
RANITIDINA (CLORIDRATO)  150MG;7896862918101
AGUA BIDESTILADA  250ML;7897947706682
FOSFATO DE SODIO DIBASICO + MONOBASICO 130ML;7898133139437
ENOXALOW 40MG/0,4ML IV. SG;7896014670895
ICTUS 25MG CP;7896112426288
CISTEIL 200MG EV;7899095239357
DICLOFENACO DE SODIO 75MG/3ML - AMPOLA;7898208144489
AMICACINA SULFATO DE 500MG/2ML AMPOLA INJETAVEL;7896112190707
AMPICILINA 500MG FA FA (ITEM: );7896112128649
AGUA BIDESTILADA 100ML FR (ITEM: );7897947706675
ENOXAPARINA 60MG/ML SERINGA 0,6ML INJECAO;7897406111385
SORO GLICOSADO 5% 250ML FR (ITEM: 12);7897947706538
ACETILCISTEINA 200MG EV;7899095239357
PROMIM 10MG/G 30G + 20 APLICADORES TB;7899420501791
SINVASTATINA 20 MG. COMPRIMIDO EMBALADO EM BLISTER.;7898216366217
ETOMIDATO 20MG/10ML AP (ITEM: );7896676408041
SACCHAROMYCES BOULARDII - 17 LIOFILIZADO 100MG CA (ITEM: );7898158692221
SINVASTATINA 20MG CP (ITEM: );7898216366217
CLORETO DE SODIO 0,9% FR 500ML;7898919447626
ENOXAPARINA 20MG/0,2ML SER;7897406111361
AGUA 250ML FR;7897947706682
ENOXAPARINA 60MG/0,6ML SER;7897406111385
SORO GLICOSADO 5% 500ML FR (ITEM: );7898919447725
RELVAR ELLIPTA 100/25MCG 30DOSES;7896015528829
DIOSMIN SDU 900+100MG 30 SACHES;7896658011368
TIRAS ON-CALL C/50;7908007900039
RANITIDINA 150MG (G);7896862918101
CITRATO SILDENAFILA 25MG CX C 2 COMP (G);7896004734231
SUPOSITORIO DE GLICERINA GLICEROL 1,37G CX C6;7898014561340
SINVASTATINA 20MG (G);7898216366217
LACRIMA PLUS COLIRIO 15ML;7898913661141
NISTATINA 100.000 UI ML 50ML SUSPENSAO FRASCO;4063056
SULFATO DE TERBUTALINA 0,5MG ML 1ML CX C 100 AMP (G);7898123908913
GEL ANTISSEPTICO DA PELE 800ML 680G REFIL;7898355995187
ACIDO TRANEXAMICO 50MG ML 5ML CX C 100;7898470682054
PENTOXIFILINA 20MG ML 5ML CX C 50 AMP;7896006226161
CAL SODADA ABSORVEDORES 4,3KG;7898592080776
SUPOSITORIO DE GLICERINA GLICEROL  0,828G CX C 6;7896004702742
*SEVOFLURANO 100ML FR (C1);7897406113044
DEXTRANO 0,1%+HIPROMELOSE 0,3% 15ML (SOLUCEL G);7898913661141
SULFATO FERROSO 40MG CX C 500 BLISTER C 20 COMP;7896202502359
CLORETO DE POTASSIO 10% INJ 10ML;7898415824112
NOREPINEFRINA 2MG/ML 4ML  IV (NORADRENALINA) HIPOLABOR;7898123907817
HEPARINA SODICA 5.000UI/ML 5ML IV HEPAMAX-S BLAUSIEGEL;7896014655229
HIOSCINA COMPOSTA 5ML  (ESCOPOLAMINA)  IV/IM HIPOLABOR;7898123906759
AGUA DESTILADA 10ML SAMTEC;7898415821012
EPINEFRINA 1MG/ML 1ML  IV/IM/SC (ADRENALINA) HIPOLABOR;7898123900023
NITROGLICERINA  5MG/ML 5ML  (TRIDIL) CRISTALIA;7896676415308
GLICONATO DE CALCIO 10% 100 MG/ML 10ML ISOFARMA;7898361700485
ONDANSETRONA  4MG/2ML  IV/IM HALEXLSTAR;7896727806031
SINVASTATINA 20MG SANVAL;7896137102723
CEFTRIAXONA 1G IV (TRIAXON) TEUTO;7896112125440
BUTILBROMETO ESCOPOLAMINA 10MG/ML 20ML (ESCOPOLAMINA) HIPOLABOR;7898470682757
POLIESTIRENOSSULFONATO  CALCIO 900 MG/G 60 ENV 30G  (CALNATE) EUROFARMA;7891317465025
MANITOL 20% 250ML  SIST. FECHADO IV HALEXLSTAR;7896727951397
CEFALOTINA 1G IM/IV ABL ABL ANTIBIOTICOS;7898901848998
AMOXICILINA +CLAVULANATO DE POTASSIO 1000MG+200G S/DIL (DOCLAXIN) BLAU BLAU FARM;7896014685332
VITAMINA A + VITAMINA D + OXIDO DE ZINCO 45G NATIVITA NATIVITA FARMACEUTICA;7897848502321
DICLOFENACO POTASSICO 15MG/ML 20ML VITAPAN;7898049791743
SULFAMETOXAZOL +TRIMETOPRINA 200MG/5ML+40MG/5ML 50ML  (40MG/ML+8MG/ML) TEUTO;7896112125266
KABIVEN CENTRAL 1900KCAL 2053ML DIETA PARENTERAL FRESENIUS;7897947700925
DEXAMETASONA  4MG TEUTO;7896112155010
ANESTESICO  BENZOCAINA BENZOTOP GEL 20% POTE 12G - MENTA DFL;7894590590484
METILERGOMETRINA  MALEATO 0,2MG/ML 1ML (ERGOMETRIN) UNIAO QUIMICA;7896006270218
AMOXICILINA +CLAVULANATO DE POTASSIO 1000MG+200G DOCLAXIN  S/DIL BLAU BLAU FARM;7896014685332
CLORIDRATO DE METFORMINA 850MG (GLICEFOR) GEOLAB;7899095211063
FENITOINA SODICA 5% 50MG/ML 5ML HIPOLABOR;7898123906605
ISOSSORBIDA  DINITRATO 10MG SIGMA PHARMA SIGMA;7894916550086
CARVEDILOL 25MG (ICTUS) BIOLAB;7896112426288
AMOXICILINA +CLAVULANATO DE POTASSIO 1000MG+200G DOCLAXIN  S/DIL BLAU;7896014685332
LEVOFLOXACINO 500MG GEOLAB;7899095257887
MEBENDAZOL 20MG/ML 30ML   (HELMILAB) NATULAB;7898133131608
DIMETICONA 40MG  (SIMETICONA) PRATI DONADUZZI;7898148290314
HIDROXIDO  DE ALUMINIO 150ML SUSP ( HALOXIN)  IFAL;7898016410943
CLORIDRATO DE NALOXONA 0,4MG/ML 1ML HIPOLABOR;7898123907534
AMOXICILINA +CLAVULANATO DE POTASSIO 500MG+100MG   S/DIL (DOCLAXIN) BLAU BLAU FARM;7896014685363
DOBUTAMINA, CLOR 12,5MG ML SOL INJ 20ML CX 50 TEUTO;7896112136378
PENTOXIFILINA 20MG SOL INJ 1ML;7896006226161
SORO MANITOL 20% - 250ML;7898166040137
CLORIDRATO DE CIPROF 35 MG 5;7896004713861
FLORENT 100 MG C/12 CAPS;7898158692221
MINILAX 714 77MG C 7 BISN;7899640807277
MESTINON 60MG C/60 CPR;7893454100562
ZYMAR 03 OFT 5 ML;7897316804902
CARVEDILOL 3125 MG C/30 CPR;7896004731353
NESH FERRO 40MG C/30 COMP;7899302400174
MESILATO DE DOXAZOSINA 2 MG C/ 30 CP;7897595602510
FLUIMUCIL 20 MG/ML XPE PED 120 ML;7898074617445
NEOSORO SOL NAS ADT 30 ML;7896714231143
HEMIFUMARATO DE QUETIAPINA 25 MG C/ 30;7896004748214
CUTENOX 40MG/0,4ML IV/SC SG;7898560663253
BROMOPRIDA 4MG/ML 20ML FR;7898917593516
ISOSSORBIDA (DINITRATO) SUBLINGUAL 5MG CP;7896137101436
ISOSSORBIDA (DINITRATO) SUBLINGUAL 5MG CP (ITEM: );7896137101436
SUXAMETONIO 100MG FA (ITEM: );7896006288404
BROMOPRIDA 4MG/ML 20ML FR (ITEM: );7898917593516
SALBUTAMOL (SULFATO) 0,5MG/ML 1ML AP (ITEM: );7898123905875
METILERGOMETRINA (MALEATO) 0,2MG/ML 1ML AP (ITEM: );7896006270218
METILERGOMETRINA (MALEATO) 0,2MG/ML 1ML AP;7896006270218
SALBUTAMOL (SULFATO) 0,5MG/ML 1ML AP;7898123905875
VITER C CP;7898133136504
SUCCINIL COLIN 100MG;7896006288404
ESKAVIT IM 10MG/1ML;7898123906308
BACLOFEN 10MG;7896112141693
GLUCONATO DE CALCIO 10% 10ML AP;7898361700485
SINVASTON 40MG;7896137102792
DICLOFENACO POTASSICO 25MG/ML 3ML;7896112147916
LENAZEN 0,1MG/ML 5ML AP;7896112173618
AMICACINA (SULFATO) 100MG/2ML;7896112145721
SUXAMETONIO 100MG FA;7896006288404
DIAZEPAM 10MG/2ML AP;7896112124931
DICLOFENACO SODICO 75MG/ML 3ML AP;7898122912447
SOFNOLIME 4,5KG;7899780137289
VITAMINA C 100MGML 5ML -;7898166040625
COMPLEXO B 1ML -;7896202502311
ANLODIPINO BESILATO DE 10MG ( C/30 CP;7896004703312
AMITRIPTILINA 25 MG (GENERICO) C/30 06/20;7896004727776
PAROX 20MG (C1) COMP REV C/30 TEU. *S*;7896112147428
DIMORF (MORFINA) 10MG/ML INJ CX C/ 50 AMP X 1ML PORT 344/98 A1- CRISTALIA;7896676402087
SORO GLICOSE 5% 250 ML;7896727841100
NEOCOPAN GTS 20 ML BUTILBROMETO NEO. *S*;7896714233840
SIMETICONA G. TEU 40 MG 20 CP;7896112132813
RANITIDINA XP 15MG/ML 120ML [GENERICO];7897848502277
CEFTRIAXONA DISSODICA 1G INJ TEU.;7896112196266
AMITRIPTILINA 25 MG (GENERICO) C/30 EMS;7896004727776
CARDBET 25MG CX 30 COMP - NOVAQUIMICA;7895296261029
BULTIBROMETO DE ESCOPOLAMINA 20MG INJETAVEL AMPOLA DE 1ML - FARMACE;7898166042032
CELESTONE SOLUSPAN INJET.1X1ML;7891142128638
PATZ SL 5MG C/30;7894916509510
DOBEVEM 500 C30COMP;7896637025423
NEBIDO 250 MG INJET.C/1 AMP (C5);7896116860743
VENLIFT OD 37,5MG;8903855061993
DEPAKOTE ER 500 MG CPR C/30 (C1);7896255762991
DIOSMIN 500 MG CPR C/60;7896658006050
LITOCIT 10 MG CPR C/60;7896637022415
ARTICO 1,5+1,2G PO SOL OR CX 30 SACH 5G;7891317457341
SPIRIVA CAPS C/30+REFIL;7896026301954
HETAMIDO 8% - SISTEMA FECHADO;7897947708518
PREDNISOLONA 3MG/ML;7898148298181
OLEO MINERAL 100% 100ML;7897848502147
HEPARINA SODICA 5.000UI/5ML;7896676415452
GLICOSE HIPERTONICA 25% 10ML;7898166040434
DEFLAZACORTE 6MG 20CPR GEN LEGRAND;7894916141536
PROT SOL SUNLESS KIDS FPS60 OILFREE120ML;7896902209107
METREXATO 2,5MG 24CPR;7896014669028
VITAMIN E 400MG 30CAPS NATULAB;7898133135606
ROSUVASTATINA CALCICA 10 MG C/ 30 CP REV;7895296096034
VALPAKINE 200 MG/ML SOL 40 ML;7897595900517
SYSTANE UL FR C/ 10 ML;7896548197738
DEPAKOTE ER 250MG C/ 60CP;7891158103063
LEVOTIROXINA 25MCG;7891721019791
AGUA OXIGENADA ANTISSEPTICA 10 VOLUMES FARMAX 1L;7896902211537
SIMETICONA 40 MG CPR C/20 (MED);7896422505550
SOL CLORETO SODIO FARMAX 500ML;7896902212190
EXODUS 20MG C/30COMP;7896658018084
LYRICA 75MG C/28;7891268116250
NUTRIFLEX LIPID PLUS BOLSA 1875ML BR;4030539044042
NUTRIFLEX LIPID PLUS BOLSA 1250ML BR;4030539044035
ALBUMINA DIM 500G;7898371990012
MODURETIC 50MG 30CPR AMILOR + HIDRO;7897337702386
CLORID.DORZOLAMIDA + TIMOLOL SOL 5ML;7895296195010
LIBIAM 1,25MG 28CPR TIBOLONA;7896094201378
GLICOSAMINA 1,5 PO 30 ENVELOPES;7895296095068
MONTELUCASTE SODICO 10MG 30CPR;7896112166887
OTOSPORIN SOL OTO 10ML;7898040320942
NEUTROFER 150MG 30CPR;7894916500548
NEO FOLICO 5MG 20CPR;7896714201108
BEPANTRIZ POM 30 G;7896523210797
ASTRO 500MG 5CPR;7891317420840
SOL FISIOL 0,9 BOLSA 500ML;7897947706491
FRESH TEARS 15 ML;7897316804964
ISORDIL SUBL CPR 5 MG C/30;7894916550031
DEPAKENE 250MG 25CS-C1;7891158000942
LAMPADA P/ INFRAVERMELHO;8711500575357
TOBRAMICINA 3MG SOL.5ML (GER);7896004726151
OPTIVE COL.10 ML;7897316805114
CUTENOX-20MG 0,2ML VIA SUB/IV CX 10 SER DISP SEG;7897406111361
SIMETICONA 75MG/ML GTS 10ML (G) HIP;7898470681903
TRANSAMIN 50MG/ML 5MLX5 IV;7897460400364
ALUMIMEC 60MG/ML SUSP 100ML;7898179711048
SIMETICONA 40MG 20CPGLOBO;7899620912441
VITER C 200MG/ML GTS 20ML SABOR CARAMELO;7898133131332
VASELINA SOLIDA POM 30G RIQ;7897780205625
VASELINA SOLIDA EM PASTAS (30G);2042730000002
CEFUROXIMA 500 MG CPS (GENERICO). BUATB7001A 05/2019;7898361880903
CIPROFLOXACINO 0,35% SOL OFT 5 ML (GENERICO)**. 0K05471 04/2020;7896004713854
SUXAMETONIO 100MG FA.** 17030317 03/2019;7896014682140
HALOPERIDOL, DECANOATO 70,52MG 1ML = 50 MG/ML 1ML P 344 C1 DECAN HALOPER UNIAO QUIMICA;7896006261629
AGUA OXIGENADA 10 VOL. 1000ML RIOQUIMICA;7897780200316
GLICONATO DE CALCIO 10% 10ML HALEX ISTAR;7896727806260
GLICOSE 5% 250ML SISTEMA FECHADO BEKER;7897947706538
CICLOPLEGICO 5ML - 000020516;7897316801277
CABERGOLINA 0,5MG  FABRICANTE: CRISTALIA;7896676421620
MORFINA 10MG/ML 1ML  FABRICANTE: HIPOLABOR  P:344/98;7898123908975
FENOTEROL 5MG/ML 20ML FABRICANTE: HIPOLABOR;7898470681835
CLORETO DE SODIO 0,9 % 100 ML FABRICANTE: EQUIPLEX;7898007677157
CETOPROFENO 50 MG/ML - 2ML IM FABRICANTE: UNIAO QUIMICA;7896006213543
CLORETO DE SODIO 0,9 % 100 ML FABRICANTE: EUROFARMA;7898919447411
CETOPROFENO 50 MG/ML 2ML IM FABRICANTE: UNIAO QUIMICA;7896006213543
GLICERINA ENEMA 12% 500ML FABRICANTE: JP;7896137600823
CETOPROFENO 50MG/ML 2ML IM FABRICANTE: UNIAO QUIMICA;7896006213543
ACIDO TRANEXAMICO 50MG/ML 5ML FABRICANTE: HIPOLABOR;7898470683716
ENOXAPARINA 60 MG - INJETAVEL SC FABRICANTE: GLAND PHARMA;7898560663321
BIPERIDENO 2MG  FABRICANTE: CRISTALIA;7896676403251
GLICOSE 5% 250 ML FABRICANTE: FRESENIUS;7897947706538
GLICOSE 5% 500ML FABRICANTE: EUROFARMA;7898919447534
AMINOFILINA 24 MG/ML - 10 ML FABRICANTE: FARMACE;7898166040724
CLOREXIDINA ALCOOLICO 0,5% 100ML FABRICANTE: FARMAX;7896902212374
CLORETO DE SODIO 0,9% 10 ML  FABRICANTE: EQUIPLEX;7898007676235
GLICOSE 5% 250ML FABRICANTE: FRESENIUS;7897947706538
ALTEPLASE 50MG + FA DIL. 50ML FABRICANTE: BOEHRINGER;7896026301633
FLUORESCEINA CONCENTRACAO 1% SOLUCAO OFTALMICA ESTERIL FLUORESCEINA ALLERGAN;7897316801796
NITROGLICERINA 5 MG/ML - 10 ML TRIDIL CRISTALIA;7896676415292
OLEO MINERAL PURO - 100 ML MINEROLEO CRISTALIA;7896676405279
RINGER (LACTATO SISTEMA FECHADO) 500 ML SAPP-FLEX SANOBIOL;7898153652473
LIPIKAR BAUME AP 200ML;3337872411762
DPREV 10000UI C/4COMP;7896317911053
TORVAL 500MG C/30 CPR;8902220105935
BARISTAR C/30 CPR;7896422544894
SUCC DE METOPROLOL EMPROL XR 50MG COMP/ACCORD;7898577810770
MOMETASONA FUROATO 0,1% 1MG/G POM DERM 20G/GERMED;7896004715568
ISOSSORBIDA, MONONITRATO 20MG - COMPRIMIDO/ZYDUS;7898910350062
CLOMIPRAMINA CLORIDRATO 25MG COMP/E M S;7896004709871
VITAMINAS DO COMPLEXO B GTS 30ML;7898277713272
CLO 10MG COMP/EMS;7894916503044
MIDAZOLAM 5MG/ML AMP 3ML/HIPOLABOR;7898123907466
CLORIDRATO DE CICLOBENZAPRINA MIOREX 5MG COMP/MELCON;7898907312868
BIMATOPROSTA 0,3MG/ML 5ML FR/NOVA QUIMICA;7895296198011
TRAVOPROSTA 0,04MG/ML SOL. OFT. 2,5ML FR/EMS;7896004728261
BUPROPRIONA 300MG COMP (ZETRON XL)/LIBBS;7896094209022
GLIFAGE XR 500MG;7897254101330
CETOCONAZOL SHAMPOO 100ML/EMS;7896004700984
ADDERA D3 7.000UI COMP/FARMASA;7897322709468
CLORTALIDONA 12,5MG COMP/EMS;7896004706375
COGLIVE 8MG CAPS/LIBBS;7896094208339
LEVOTIROXINA SODICA 75MCG COMP/MERCK;7891721019890
ORLISTATE 120MG CAPS/GERMED;7896004743424
LEVOTIROXINA SODICA 150MCG COMP/MERCK;7891721020148
CLORIDRATO DE DILTIAZEM 30MG C/50 COMP/EMS GEN;7896004706733
OLMESARTANA 40MG;7890000107303
CARBONATO DE CALCIO 500MG + VITAMINA D3 200UI COMP/IMEC;7890000153287
ZOLPIDEM ZYLINOX 10MG C/20 COMP C1/ZYDUS/C1;7898910350857
CLOZAPINA 100MG COMP/CRISTALIA;7896676405736
ARTROLIVE COMP/ACHE;7896658004858
NORFLOXACINO 400MG COMP/MEDQUIMICA/AM;7896862910365
NITAZOXANIDA 500MG COMP/ALTHAIA;7898569764456
FUROSEMIDA 40MG 25X20 COMP/PRATI,DONADUZZI;7898148300747
AGUA OXIGENADA 10 VOL 1LT/FARMAX;7896023705557
HIDROCORTISONA ACETATO 10MG/G CREME DERM 15G/TEUTO;7896112132936
ACETILCISTEINA 200MG ENVELOPE/GEOLAB;7899095239340
DEXCLORFENIRAMINA 2MG HISTAMIN C/ 20 COMP/NEO QUIMICA;7896714219301
HYLO GEL 10ML/PFIZER;7897137903747
TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML/EMS;7896004728261
PIASCLEDINE 300MG CAPS/ABBOTT;7896255766906
CARMELOSE SODICA LACRIFILM 5MG/ML SOL OFT 15ML/UNIAO QUIMICA;7896006290216
PREGABALINA 150MG COMP C1/MERCK/C1;7891721028144
OLMESARTANA+HIDROCLOROTIAZIDA 20+12,5MG COMP/NEO QUIMICA;7896714249124
CETAPHIL RESTORADERM SAB LIQ 295ML/GALDERMA;7897930762312
ESCITALOPRAM 15MG COMP C1/C1;7896004747576
CETOCONAZOL + DIP. BETAMETASONA 20+0,64MG POM 30G;7899095202412
ALOGLIPTINA NESINA 25MG COMP/TAKEDA;7896641809170
BUPROPIONA 300MG COMP/LIBBS/C1;7896094209022
BIMATOPROSTA 0,3MG/ML FR 5ML/GERMED;7896004724713
OLMESARTANA+HIDROCLOROTIAZIDA 40+25MG COMP/NEO QUIMICA;7896714249001
CARBONATO DE CALCIO 600MG+VIT D 200UI OSSOTRAT CP;7893454212012
OMEGA 3 1000MG COMP;7890000116527
TRAVOPROSTA 0,04% FR 2,5ML/MEDLEY;7890000124065
CARBONATO DE CALCIO 600MG+ VIT D 200UI COMP;7890000159258
ALOGLIPTINA NESINA 12,5MG COMP/TAKEDA;7896641809149
GINKGO VITAL 80MG COMP/PRATI, DONADUZZI;7899547508765
PRAMIPEXOL 0,250MG COMP C1/C1;7895296137034
HIALURONATO DE SODIO 2MG/ML SOL OFT 10ML/WYTHE;3662042000058
CLOR DE DORZOLAMIDA 2% FR 5ML/NOVA QUIMICA;7895296186018
SUPLEMENTO DE VITAMINA D 20ML;7890000079099
