,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
172415,755466,2018-01-17,Rio de Janeiro,AMP,300.0,0.72,DIPIRONA SÃ“DICA 500MG/ML - AMPOLA 2 ML Lt:DP17I180 F:01-09-17 V:01-09-19 FARMACE,N/I
172422,755470,2018-01-17,Rio de Janeiro,AMP,800.0,0.72,DIPIRONA SÃ“DICA 500MG/ML - AMPOLA 2 ML Lt:DP17I180 F:01-09-17 V:01-09-19 FARMACE,N/I
172423,755479,2018-01-26,Rio de Janeiro,AMP,200.0,0.72,DIPIRONA SÃ“DICA 500MG/ML - AMPOLA 2 ML Lt:11520817 F:01-10-17 V:01-10-19 SANTISA,N/I
172492,758345,2018-01-02,RIO DE JANEIRO,FR,600.0,1.33,DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML ( DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML ),7898133131141
172499,760440,2018-01-03,N/I,CX,3.0,4.7125,DIPIRONA + CAFEINA G. NEO 500 MG + 65 MG 16 CP,7896714261515
172504,760446,2018-01-24,N/I,CX,1.0,46.3632,DIPIRONA G. NEO 1 G DISLAY 25X4 CP,7896714207575
172520,763410,2018-01-24,N/I,AMP,1420.0,0.42,DIPIRONA 500MG 2ML IM IV - CX 120  CX C\ 120 AMP GENERICO,N/I
172521,763410,2018-01-24,N/I,AMP,1420.0,0.42,DIPIRONA 500MG 2ML IM IV - CX 120  CX C\ 120 AMP GENERICO,N/I
172522,763410,2018-01-24,N/I,AMP,1420.0,0.42,DIPIRONA 500MG 2ML IM IV - CX 120  CX C\ 120 AMP GENERICO,N/I
172537,1188804,2018-07-02,Cachoeiras de Macacu,CP,10000.0,0.2,DIPIRONA 500 MG,7898148294121
172578,1188875,2018-07-09,Cachoeiras de Macacu,AMP,250.0,0.85,00000015631 - DIPIRONA SODICA 1G/2ML,7896112126584
172605,1188924,2018-07-12,Cachoeiras de Macacu,AMP,5000.0,0.3,DIPIRONA SODICA 500MG/ML 2ML AP,7896112126584
172692,1189025,2018-07-30,Cachoeiras de Macacu,AP,2900.0,0.42,DIPIRONA SODICA 500MG/ML 2ML AP,7898166041004
172694,1189026,2018-07-30,Cachoeiras de Macacu,AP,1000.0,0.42,DIPIRONA SODICA 500MG/ML 2ML AP (Item: ),7898166041004
172695,1189027,2018-07-30,Cachoeiras de Macacu,AP,3500.0,0.42,DIPIRONA SODICA 500MG/ML 2ML AP (Item: ),7898166041004
172704,1189034,2018-07-31,Cachoeiras de Macacu,FR,2000.0,1.26,DIPIRONA GOTAS 500 MG/ML 20ML,7898166040885
172750,1190994,2018-07-09,N/I,FR,3120.0,0.55,DIPIRONA SODICA 500MG 2ML CX C 120 TEUTO  Lt: 26583283 Val.: 11 10 2019,N/I
172751,1190995,2018-07-09,N/I,FR,1080.0,0.55,DIPIRONA SODICA 500MG 2ML CX C 120 TEUTO  Lt: 26583283 Val.: 11 10 2019,N/I
172755,1191010,2018-07-10,N/I,UND,500.0,0.19,DIPIRONA SODICA 500MG CX C 500 BLS C 10 COMP Lt: 18F124 Val.: 30 05 2020,N/I
172757,1191021,2018-07-10,N/I,UND,500.0,0.19,DIPIRONA SODICA 500MG CX C 500 BLS C 10 COMP Lt: 18F124 Val.: 30 05 2020,N/I
172758,1191022,2018-07-10,N/I,UND,500.0,0.19,DIPIRONA MONOIDRATADA 500MG CX C 500 BLS C 10 COMP Lt: 18F124 Val.: 30 05 2020,N/I
172801,1191087,2018-07-20,N/I,UND,2500.0,0.15,DIPIRONA SODICA 500MG CX C 500 BLS C 10 COMP Lt: 18F44B Val.: 29 06 2020,N/I
172867,1191231,2018-07-24,N/I,FA,10680.0,0.5,DIPIRONA SODICA 500MG/ML  2ML IV / IM CX C/120 AMP - TEUTO,N/I
172881,1191451,2018-07-03,N/I,CX,12.0,52.8,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172886,1191455,2018-07-03,N/I,CAR,50.0,1.0624,"DIPIRONA 500MG PRATI, DONADUZZI",7898148294121
172903,1191456,2018-07-04,N/I,CAR,100.0,1.0624,"DIPIRONA 500MG PRATI, DONADUZZI",7898148294121
172905,1191456,2018-07-04,N/I,CX,9.0,57.6,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172906,1191456,2018-07-04,N/I,AMP,960.0,0.48,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172909,1191457,2018-07-04,N/I,CX,8.0,52.8,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172910,1191461,2018-07-04,N/I,CX,4.0,72.0,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172913,1191469,2018-07-05,N/I,CX,3.0,72.0,DIPIRONA SODICA 500MG/2ML IV/IM TEUTO,7896112126584
172942,1191514,2018-07-16,N/I,CX,1.0,53.12,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
172946,1191517,2018-07-16,N/I,CX,1.0,72.0,DIPIRONA SODICA 500MG/2ML TEUTO,7896112126584
172947,1191517,2018-07-16,N/I,CX,2.0,72.0,DIPIRONA SODICA 500MG/2ML TEUTO,7896112126584
172948,1191517,2018-07-16,N/I,CX,1.0,72.0,DIPIRONA SODICA 500MG/2ML TEUTO,7896112126584
172955,1191536,2018-07-18,N/I,CAR,20.0,1.92,"CARVEDILOL 12,5MG BIOLAB",7896112411314
172992,1191788,2018-07-03,N/I,CX,1.0,74.4,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583282 Val.: 10 2019,N/I
172993,1191788,2018-07-03,N/I,CX,5.0,74.4,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583442 Val.: 02 2020,N/I
172994,1191789,2018-07-03,N/I,CX,6.0,74.4,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583442 Val.: 02 2020,N/I
173009,1191828,2018-07-27,N/I,AMP,120.0,0.65,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583310 Val.: 11 2019,N/I
173010,1191828,2018-07-27,N/I,AMP,120.0,0.65,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583442 Val.: 02 2020,N/I
173020,1192056,2018-07-03,N/I,AP,2800.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173023,1192058,2018-07-03,N/I,AP,2100.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173028,1192068,2018-07-11,N/I,AP,1000.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173030,1192070,2018-07-17,N/I,AP,4000.0,0.6,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173031,1192074,2018-07-18,N/I,AP,290.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173034,1192078,2018-07-19,N/I,AP,500.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
173069,1192648,2018-07-25,N/I,UN,1200.0,0.58,DIPIRONA 500MG/ML 2ML (CX/120) TEUTO L  26583282 Val  11/10/2019,N/I
173070,1192649,2018-07-25,N/I,AMP,960.0,0.58,DIPIRONA INJETAVEL 2ML,N/I
173075,1193050,2018-07-05,Sao Joao de Meriti,CP,100000.0,0.06,DIPIRONA SODICA 500MG,7898148294121
173076,1193050,2018-07-05,Sao Joao de Meriti,FR,1000.0,0.55,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
173091,1193059,2018-07-13,Sao Joao de Meriti,CP,1000.0,0.06,DIPIRONA SODICA 500MG,7898148294121
173104,1193070,2018-07-23,Sao Joao de Meriti,CP,3000.0,0.06,DIPIRONA SODICA 500MG,7898148294121
173121,1193513,2018-07-17,N/I,CP,500.0,0.66,DIPIRONA SODICA 500MG CX 50 BL X 10 COMP GEN - PRATI,7898148294121
173130,1193720,2018-07-03,NOVA IGUACU,UNIDAD,150.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,N/I
173132,1193721,2018-07-04,NOVA IGUACU,UNIDAD,150.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,N/I
173134,1193722,2018-07-04,NOVA IGUACU,UNIDAD,150.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,N/I
173136,1193723,2018-07-05,NOVA IGUACU,UNIDAD,150.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,N/I
173140,1193729,2018-07-05,NOVA IGUACU,UNIDAD,300.0,2.28,BUTILBROMETO DE ESCOPOLAMINA 10 MG/ML + DIPIRONA FR PLAS OPC GOT X 20 ML,N/I
173145,1193729,2018-07-05,NOVA IGUACU,UNIDAD,2000.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,N/I
173149,1193747,2018-07-09,NOVA IGUACU,UNIDAD,10000.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,N/I
173150,1193748,2018-07-09,NOVA IGUACU,UNIDAD,10000.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,N/I
173151,1193749,2018-07-09,NOVA IGUACU,UNIDAD,7000.0,3.05,DIPIRONA SOL. ORAL 500MG/ML FR. 10ML  FRASCO - 75%,N/I
173175,1193831,2018-07-03,3300456,AP,200.0,2.35,HIOSCINA + DIPIRONA 5ML AP,7898122910894
173176,1193843,2018-07-09,3300456,CP,5000.0,0.18,DIPIRONA 500 MG CPR,742832304856
173178,1193848,2018-07-10,3300456,CP,88000.0,0.18,DIPIRONA 500 MG CPR,742832304856
173181,1193850,2018-07-10,3300456,FR,4300.0,2.51,DIPIRONA 500 MG/ML 20ML GOTAS FRASCO,7898133131158
173185,1193864,2018-07-18,3300456,CP,17000.0,0.18,DIPIRONA 500 MG CPR,742832304856
173186,1193864,2018-07-18,3300456,FR,700.0,2.51,DIPIRONA 500 MG/ML 20ML GOTAS FRASCO,7898133131158
173187,1193869,2018-07-19,3300456,FR,2300.0,2.51,DIPIRONA 500 MG/ML 20ML GOTAS FRASCO,7898133131158
173188,1193870,2018-07-19,3300456,FR,12000.0,2.51,DIPIRONA 500 MG/ML 20ML GOTAS FRASCO,7898133131158
173190,1193874,2018-07-20,3300456,CP,88000.0,0.18,DIPIRONA 500 MG CPR,742832304856
173198,1193883,2018-07-27,3300456,AP,300.0,0.67,DIPIRONA SODICA 500MG/ML 2ML AP,7896112126584
173380,1220329,2018-07-23,N/I,UN,3.0,15.53,DIPIRONA 500 GD 30CP,7896004756622
173384,1220526,2018-07-05,N/I,FR,160.0,1.03,MAXALGINA 500MG/ML GTS 10ML,7898133131141
173391,1221900,2018-08-02,N/I,CPR,40.0,0.11,"DIPIRONA SODICA 500 MG GENERICO PRATI, DONADUZZI",7898148294121
173429,1221971,2018-08-15,N/I,CPR,120.0,0.11,"DIPIRONA SODICA 500 MG GENERICO PRATI, DONADUZZI",7898148294121
173450,1222008,2018-08-24,N/I,CPR,160.0,0.08,"DIPIRONA SODICA 500 MG GENERICO PRATI, DONADUZZI",7898148294121
173463,1222012,2018-08-24,N/I,FR,200.0,1.6802,DIPIRONA SODICA 500MG/ML 10ML NATULAB,7898133131141
173477,1222015,2018-08-27,N/I,CPR,30.0,0.53,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA PHARLAB,7898216361618
173493,1222016,2018-08-27,N/I,CPR,50.0,0.53,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA PHARLAB,7898216361618
173702,1228871,2018-08-20,RIO DE JANEIRO,CPR,54000.0,0.49,"ESCOPOLAMINA BUTILBROMETO, ASSOCIADA COM DIPIRONA SODICA, 10MG + 500MG - PHARLAB",7898216361618
173740,1242524,2018-08-08,N/I,UN,48000.0,0.16,DIPIRONA SODICA 500MG C500 - Lote: 18D67L Validade: 25/04/2020,7898148294121
173801,1242575,2018-08-27,N/I,UN,48000.0,0.16,DIPIRONA SODICA 500MG C500 - Lote: 18D67L Validade: 25/04/2020,7898148294121
173849,1243785,2018-08-08,N/I,CPR,500.0,0.0819999999999999,DIPIRONA 500MG CX C  50 BLISTERES X 10 CP,7898148294121
173869,1243864,2018-08-31,N/I,CPR,1000.0,0.09,DIPIRONA 500MG CX C  50 BLISTERES X 10 CP,7898148294121
174069,1254879,2018-08-06,N/I,CP,60.0,1.16,ESCOPOLAMINA+DIPIRONA 10MG 250MG ESCOPEN BT C\ 10 CP PHARLAB Lt: 146118 Val.: 30 06 2019,N/I
174072,1254879,2018-08-06,N/I,CX,3.0,48.0,DIPIRONA+ISOMETEPTENO+CAFEINA 300+30+30MG NEOSALDINA CX C\ 30 CP TAKEDA Lt: 413502 Val.: 30 04 2020,N/I
174077,1258230,2018-08-20,RIO DE JANEIRO,FR,620.0,1.6,DIPIRONA  500MG/ML -FR COM 20ML,-1
174087,1258238,2018-08-27,RIO DE JANEIRO,CPR,25000.0,0.14,DIPIRONA 500MG COMPRIMIDO.MEDLEY,-1
174095,1258249,2018-08-29,RIO DE JANEIRO,FR,2000.0,1.8,DIPIRONA SODICA 500MG/ML SOL OR X 20ML.EMS,-1
174128,1261945,2018-08-22,N/I,CPR,10000.0,0.14,DIPIRONA 500MG COMPRIMIDO SOBRAL,37897732602534
174134,1262636,2018-08-01,N/I,CPR,2000.0,0.1112,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
174146,1262652,2018-08-07,N/I,AMP,279.0,0.6364,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
174147,1262652,2018-08-07,N/I,AMP,10.0,0.6364,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
174148,1262652,2018-08-07,N/I,AMP,20.0,0.6364,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
174149,1262652,2018-08-07,N/I,AMP,100.0,0.6364,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
174151,1262665,2018-08-13,N/I,FR,400.0,2.42,DIPIRONA SODICA 500MG/ML 20ML NATULAB,-1
174164,1262705,2018-08-24,N/I,CPR,7000.0,0.0834,"DIPIRONA SODICA 500MG GENERICO PRATI, DONADUZZI",7898148294121
174176,1262726,2018-08-31,N/I,CPR,10000.0,0.1829,"DIPIRONA SODICA 500 MG GENERICO PRATI, DONADUZZI",7898148294121
174302,1263886,2018-08-09,N/I,CX,6.0,18.0,DIPIRONA SODICA 500MG COMP (G) MEDLEY,-1
174315,1264150,2018-08-03,N/I,UN,100.0,1.25,DIPIRONA SOL. ORAL 10ML,-1
174367,1264189,2018-08-29,N/I,fr,800.0,4.82,HIOSCINA(BUTIL DE ESCOPO) + DIPIRONA 20ML FARMACE V.07/20 L.ED18G391,N/I
174405,1264306,2018-08-08,Miracema,AMP,4020.0,0.64,DIPIRONA SODICA 500MG/ML 2ML-.,-1
174410,1264310,2018-08-08,Miracema,FRS,864.0,3.72,DIPIRONA SODICA 500MG/ML 20ML-.,-1
174411,1264310,2018-08-08,Miracema,FRS,36.0,3.72,DIPIRONA SODICA 500MG/ML 20ML-.,-1
174536,1268684,2018-08-15,SAPUCAIA,UN,2.0,18.24,NOVALGINA GTS 20ML,7891058489038
174570,1269113,2018-08-07,Cachoeiras de Macacu,UND,300.0,1.05,HYPOCINA COMPOSTA 5ML AP,7898122910894
174578,1269116,2018-08-07,Cachoeiras de Macacu,CP,3000.0,0.09,DIPIRONA SODICA 500MG CP,7898148294121
174584,1269119,2018-08-07,Cachoeiras de Macacu,AP,4600.0,0.36,DIPIRONA SODICA 500MG/ML 2ML AP (Item: ),7898166041004
174586,1269123,2018-08-08,Cachoeiras de Macacu,FRS,20.0,9.48,"HIOSCINA + DIPIRONA SOL. ORAL 20ML GTS ESCOPOLAMINA BUTILBROMETO, ASSOCIADA COM DIPIRONA SODICA, 6,67MG + 333MG/ML SOLUC",-1
174587,1269125,2018-08-08,Cachoeiras de Macacu,AP,2000.0,1.15,BROMETO N - BUTILESCOPOLAMINA 4MG/ML + DIPIRONA BROMETO DE N - BUTILESCOPOLAMINA + DIPIRONA SODICA SOLUCAO INJETAVEL,7898122910894
174598,1269132,2018-08-08,Cachoeiras de Macacu,AMP,300.0,2.33,00000023957 - N - BUTILESCOPOLAMINA + DIPIRONA4 + 500MG/ML - M,7898122910894
174599,1269132,2018-08-08,Cachoeiras de Macacu,AMP,1000.0,0.85,00000015631 - DIPIRONA SODICA 1G/2ML,7898166041004
174626,1269163,2018-08-14,Cachoeiras de Macacu,AMP,1500.0,0.85,00000015631 - DIPIRONA SODICA 1G/2ML,7898166041004
174649,1269182,2018-08-15,Cachoeiras de Macacu,AMP,10000.0,0.27,DIPIRONA 1G/2ML AMP,7896112126584
174662,1269192,2018-08-15,Cachoeiras de Macacu,ampola,8000.0,0.4,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
174663,1269192,2018-08-15,Cachoeiras de Macacu,frasco,50.0,0.65,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
174666,1269193,2018-08-15,Cachoeiras de Macacu,ampola,2006.0,1.32,HIOSCINA + DIPIRONA 5ML,7898122910894
174693,1269237,2018-08-17,Cachoeiras de Macacu,AMP,20000.0,0.27,DIPIRONA 1G/2ML AMP,7896112126584
174694,1269237,2018-08-17,Cachoeiras de Macacu,COMP,50000.0,0.07,DIPIRONA 500MG COMP,7898148294121
174702,1269248,2018-08-17,Cachoeiras de Macacu,AM,240.0,1.05,HYPOCINA COMPOSTA 5ML AP,7898122910894
174710,1269262,2018-08-20,Cachoeiras de Macacu,CP,10000.0,0.2,DIPIRONA 500 MG,7898148294121
174724,1269269,2018-08-20,Cachoeiras de Macacu,CP,200.0,0.09,DIPIRONA SODICA 500MG CP (Item: ),7898148294121
174729,1269272,2018-08-20,Cachoeiras de Macacu,AMP,20000.0,0.27,DIPIRONA 1G/2ML AMP,7896112126584
174730,1269272,2018-08-20,Cachoeiras de Macacu,COMP,50000.0,0.07,DIPIRONA 500MG COMP,7898148294121
174731,1269275,2018-08-20,Cachoeiras de Macacu,AMP,30781.0,0.27,DIPIRONA 1G/2ML AMP,7896112126584
174748,1269284,2018-08-21,Cachoeiras de Macacu,frasco,1000.0,0.65,Dipirona sodica 500 mg/ml - 10 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166040854
174753,1269288,2018-08-21,Cachoeiras de Macacu,CP,60000.0,0.025,DIPIRONA SODICA 500MG CP,7898148294121
174762,1269295,2018-08-21,Cachoeiras de Macacu,COMP,50000.0,0.07,DIPIRONA 500MG COMP,7898148294121
174763,1269296,2018-08-21,Cachoeiras de Macacu,COMP,50000.0,0.07,DIPIRONA 500MG COMP,7898148294121
174764,1269301,2018-08-21,Cachoeiras de Macacu,FR,60.0,0.77,DIPIRONA SODICA 500MG/ML 10ML FR (Item: 2),7898166040854
174765,1269303,2018-08-21,Cachoeiras de Macacu,FR,120.0,0.77,DIPIRONA SODICA 500MG/ML 10ML FR (Item: 2),7898166040854
174770,1269309,2018-08-21,Cachoeiras de Macacu,Compri,50000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
174771,1269309,2018-08-21,Cachoeiras de Macacu,ampola,3000.0,1.32,"Escopolamina, butilbrometo + dipirona sodica 4 + 500 mg/ml - Ampola de 5 ml - Com laudo de qualidade, carimbo de proibid",7898122910894
174814,1269322,2018-08-22,Cachoeiras de Macacu,frasco,3000.0,0.65,Dipirona sodica 500 mg/ml - 10 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166040854
174822,1269330,2018-08-22,Cachoeiras de Macacu,COMP,61624.0,0.07,DIPIRONA 500MG COMP,7898148294121
174841,1269350,2018-08-22,Cachoeiras de Macacu,ampola,31000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
174844,1269368,2018-08-23,Cachoeiras de Macacu,FR,80.0,0.81,DIPIRONA SODICA 500MG/ML 10ML FR,-1
174846,1269372,2018-08-23,Cachoeiras de Macacu,CP,4000.0,0.07,DIPIRONA 500MG COMPRIMIDO EMBALADO EM BLISTER.,7898148294121
174849,1269375,2018-08-23,Cachoeiras de Macacu,AP,2000.0,0.39,DIPIRONA SODICA 500MG/ML 2ML AP,7898166041004
174861,1269389,2018-08-24,Cachoeiras de Macacu,CP,1000.0,0.53,ESCOPEN COMPOSTO 10MG/250MG CP,7898216361618
174867,1269400,2018-08-27,Cachoeiras de Macacu,CP,3000.0,0.08,DIPIRONA SODICA 500MG CP,7898148294121
174882,1269429,2018-08-29,Cachoeiras de Macacu,20MG+2,494.0,1.05,HYPOCINA COMPOSTA 5ML AP,7898122910894
174883,1269429,2018-08-29,Cachoeiras de Macacu,FR,1000.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
174886,1269429,2018-08-29,Cachoeiras de Macacu,CP,30000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
174890,1269432,2018-08-29,Cachoeiras de Macacu,AP,2500.0,0.5,DIPIRONA SODICA 500MG/ML 2ML AP (Item: ),7898166041004
174893,1269440,2018-08-29,Cachoeiras de Macacu,FR,280.0,0.77,DIPIRONA SODICA 500MG/ML 10ML FR (Item: ),7898166040854
174903,1269448,2018-08-31,Cachoeiras de Macacu,20MG+2,494.0,1.05,HYPOCINA COMPOSTA 5ML AP,7898122910894
174904,1269448,2018-08-31,Cachoeiras de Macacu,FR,1000.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
174907,1269448,2018-08-31,Cachoeiras de Macacu,CP,30000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
174975,1271858,2018-08-16,N/I,FR,6500.0,0.65,DIPIRONA SODICA 500MG 2ML CX C 100 AMP Lt: DP18F101 Val.: 01 06 2020,7898166041004
174979,1271868,2018-08-21,N/I,COMP,1000.0,0.17,DIPIRONA SODICA 500MG CX C 500 BLS C 10 COMP (G) Lt: 18G507 Val.: 05 07 2020,N/I
175059,1272242,2018-08-08,N/I,CAR,50.0,1.4076,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
175079,1272262,2018-08-13,N/I,CAR,50.0,1.4076,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
175141,1272333,2018-08-24,N/I,CAR,10.0,2.16,"CARVEDILOL 12,5MG BIOLAB",7896112411314
175176,1272359,2018-08-29,N/I,CAR,50.0,1.4076,DIPIRONA 500MG PRATI DONADUZZI,7898148294121
175204,1272368,2018-08-30,N/I,CAR,50.0,1.4076,DIPIRONA 500MG PRATI DONADUZZI,7898148294121
175215,1272373,2018-08-31,N/I,CAR,10.0,2.16,"CARVEDILOL 12,5MG BIOLAB",7896112411314
175220,1272386,2018-08-30,N/I,CAR,50.0,1.4076,DIPIRONA 500MG PRATI DONADUZZI,-1
175240,1272683,2018-08-17,N/I,AMP,11520.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583310 Val.: 11 2019,7896112126584
175241,1272683,2018-08-17,N/I,AMP,960.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583060 Val.: 03 2019,7896112126584
175242,1272683,2018-08-17,N/I,AMP,660.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583390 Val.: 01 2020,7896112126584
175243,1272683,2018-08-17,N/I,AMP,120.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583282 Val.: 10 2019,7896112126584
175244,1272683,2018-08-17,N/I,AMP,120.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583357 Val.: 12 2019,7896112126584
175245,1272683,2018-08-17,N/I,AMP,120.0,0.3989999999999999,DIPIRONA SODICA 500MG ML 2ML IV IM CX 120 TEUTO Lt: 26583357 Val.: 12 2019,7896112126584
175251,1272761,2018-08-06,MAGE,AMP,100.0,0.58,DIPIRONA SODICA 500MG/ML SOLUCAO INJ. AMP 2ML,-1
175257,1273034,2018-08-01,N/I,AP,2000.0,0.66,DIPIRONA SODICA 500MG/ML 2ML,7896112126584
175294,1273338,2018-08-06,N/I,amp,12000.0,0.76,DIPIRONA SODICA 1G INJ 2ML V.11/19 L.26583376,N/I
175318,1273346,2018-08-27,N/I,amp,12000.0,0.76,DIPIRONA SODICA 1G INJ 2ML V.11/19 L.26583376,N/I
175360,1273578,2018-08-23,N/I,COMP,1420.0,0.3,DIPIRONA SODICA 500MG,N/I
175367,1274037,2018-08-01,Sao Joao de Meriti,CP,1000.0,0.06,DIPIRONA SODICA 500MG,7898148294121
175398,1274081,2018-08-09,Sao Joao de Meriti,FR,200.0,0.55,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
175411,1274086,2018-08-15,Sao Joao de Meriti,UN,5760.0,0.12,"ICTUS 12,5MG UN",7896112411314
175417,1274086,2018-08-15,Sao Joao de Meriti,FR,170.0,0.55,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
175422,1274087,2018-08-15,Sao Joao de Meriti,FR,170.0,0.55,DIPIRONA SODICA 500MG/ML 10ML,7898166040854
175428,1274087,2018-08-15,Sao Joao de Meriti,UN,5760.0,0.12,"ICTUS 12,5MG UN",7896112411314
175440,1274103,2018-08-23,Sao Joao de Meriti,CP,1000.0,0.07,DIPIRONA SODICA 500MG,7898148294121
175454,1274105,2018-08-23,Sao Joao de Meriti,UN,1920.0,0.37,"ICTUS 12,5MG UN",7896112411314
175462,1274127,2018-08-30,Sao Joao de Meriti,CP,1000.0,0.07,DIPIRONA SODICA 500MG,7898148294121
175474,1274128,2018-08-30,Sao Joao de Meriti,CP,1000.0,0.07,DIPIRONA SODICA 500MG,7898148294121
175492,1274463,2018-08-07,N/I,UN,750.0,1.98,DIPIRONA SODICA 500MGML GOTAS 20ML - Lote: DS18F319 Validade: 25/06/2020,7898166040885
175493,1274464,2018-08-07,N/I,UN,750.0,1.98,DIPIRONA SODICA 500MGML GOTAS 20ML - Lote: DS18F319 Validade: 25/06/2020,7898166040885
175510,1274612,2018-08-14,N/I,CO,2000.0,0.67,HIOSCINA+DIPIRONA (ESCOPEN) C/500 CP,7898216361618
175579,1274961,2018-08-07,3300456,AP,300.0,2.35,HIOSCINA + DIPIRONA 5ML AP,7898122910894
175584,1274962,2018-08-07,3300456,AP,300.0,2.35,HIOSCINA + DIPIRONA 5ML AP,7898122910894
175592,1274973,2018-08-10,3300456,CP,33000.0,0.18,DIPIRONA 500 MG CPR,742832304856
175594,1274974,2018-08-10,3300456,FR,12200.0,2.51,DIPIRONA 500 MG/ML 20ML GOTAS FRASCO,7898133131158
175595,1274976,2018-08-13,3300456,CP,33000.0,0.18,DIPIRONA 500 MG CPR,742832304856
175603,1274985,2018-08-20,3300456,FR,660.0,2.2,DIPIRONA 500MG/ML,7898166040854
175608,1274986,2018-08-20,3300456,AP,11000.0,0.75,DIPIRONA 500MG/2ML,7898166041004
175610,1274988,2018-08-21,3300456,AP,15000.0,0.75,DIPIRONA 500MG/2ML,7898166041004
175611,1274989,2018-08-21,3300456,FR,500.0,2.2,DIPIRONA 500MG/ML,7898166040854
175653,1278419,2018-08-20,N/I,UN,5.0,3.5,DIPIRONA 500MG 50X10 CPS / GEN DIPIRON,7898148294121
